id	longitude	latitude	country
1048	20.97	69.77	Norway
1049	20.97	69.78	Norway
1050	20.95	69.78	Norway
1051	20.95	69.78	Norway
1052	23.07	69.02	Norway
1053	23.02	69.02	Norway
1054	23.07	69.02	Norway
1055	23.06	69.02	Norway
1056	23.03	69	Norway
1061	23.53	69.58	Norway
1063	23.68	70.68	Norway
1064	23.68	70.68	Norway
1065	23.68	70.68	Norway
1067	23.67	70.68	Norway
1072	24.43	69.37	Norway
1073	24.43	69.37	Norway
1075	23.53	69.57	Norway
1076	24.98	70.07	Norway
1077	24.98	70.06	Norway
1078	25.12	70.07	Norway
1081	14.73	67.3	Norway
1083	25.22	70.45	Norway
1084	25.18	70.43	Norway
1085	25.52	69.47	Norway
1086	25.5	69.47	Norway
1087	25.52	69.47	Norway
1088	25.51	69.47	Norway
1090	26.42	69.9	Norway
1091	26.42	69.9	Norway
1093	25.97	71	Norway
1094	25.97	71	Norway
1095	27.83	71.03	Norway
1096	27.82	71.02	Norway
1100	28.16	70.21	Norway
1106	28.57	70.17	Norway
1107	29.24	69.15	Norway
1108	29.25	69.15	Norway
1109	29.03	70.87	Norway
1110	29.25	69.17	Norway
1111	29.42	69.85	Norway
1112	29.7	70.6	Norway
1117	29.9	69.72	Norway
1118	29.88	69.72	Norway
1119	29.9	69.72	Norway
1120	29.88	69.72	Norway
1121	29.9	69.73	Norway
1122	29.9	69.72	Norway
1123	30.08	70.7	Norway
1124	29.9	69.72	Norway
1134	14.18	48.23	Austria
1140	11.7	65.1	Norway
1141	11.7	65.1	Norway
1153	11.85	65.69	Norway
1155	11.86	65.7	Norway
1161	10.23	47.13	Austria
1162	12.22	65.48	Norway
1165	13.98	66.8	Norway
1166	8.52	60.42	Norway
1167	13.63	66.9	Norway
1168	13.63	66.9	Norway
1173	12.47	65.97	Norway
1174	12.47	65.95	Norway
1182	13.13	65.8	Norway
1183	13.22	65.78	Norway
1184	13.22	65.78	Norway
1185	13.22	65.78	Norway
1186	12.47	64.17	Norway
1190	13.37	65.17	Norway
1191	13.42	65.18	Norway
1192	13.41	65.18	Norway
1193	13.58	66.12	Norway
1199	13.62	68.15	Norway
1200	13.62	68.14	Norway
1203	14	65.6	Norway
1204	14.02	65.52	Norway
1205	14.18	64.75	Sweden
1206	14.18	65.75	Norway
1210	14.17	65.68	Norway
1211	14.3	66.37	Norway
1212	14.29	66.36	Norway
1213	14.3	66.35	Norway
1215	14.42	67.28	Norway
1219	14.45	67.28	Norway
1222	14.47	68.63	Norway
1223	14.47	68.63	Norway
1227	15.48	67.17	Norway
1232	15.03	68.97	Norway
1233	15.02	68.58	Norway
1236	15.25	66.5	Norway
1238	16.08	67.13	Norway
1241	15.28	68.65	Norway
1243	15.32	66.85	Norway
1244	15.32	66.94	Norway
1245	15.32	66.94	Norway
1246	15.32	66.93	Norway
