id	longitude	latitude	country_sea
60236	131.3	-7.98	Indonesia
60237	131.29	-7.98	Indonesia
60244	121.47	19.27	Philippines
60246	121.47	19.27	Philippines
60269	121.63	18.36	Philippines
60283	120.32	16.05	Philippines
60357	122.02	14.1	Philippines
60368	121.98	14.13	Philippines
60378	124.23	13.58	Philippines
60379	124.23	13.58	Philippines
60381	124.23	13.58	Philippines
60407	123.62	12.37	Philippines
60408	123.62	12.37	Philippines
60409	123.62	12.37	Philippines
60410	123.61	12.37	Philippines
60411	123.63	12.37	Philippines
60431	125.73	11.03	Philippines
60456	123.85	9.67	Philippines
60459	123.85	9.67	Philippines
60474	124.87	10.13	Philippines
60481	125.5	9.79	Philippines
60483	123.35	8.6	Philippines
60484	123.35	8.6	Philippines
60580	-124.62	48.37	United States
60595	-124.32	43.35	United States
60611	-122.42	47.27	United States
60614	-80.03	26.62	United States
60615	-80.03	26.62	United States
60946	-71.33	41.72	United States
60949	-73.77	40.8	United States
60951	-71.97	41.05	United States
60955	-71.32	41.5	United States
60976	-75.68	37.6	United States
60977	-76.48	37.22	United States
60991	-82.62	27.75	United States
61001	-89.37	30.28	United States
61003	-93.87	29.73	United States
61004	-93.87	29.73	United States
61013	167.73	8.73	Marshall Is.
61025	-77.83	34.2	United States
61035	-79.7	32.85	United States
61136	-88.42	30.35	United States
61146	-97.32	27.48	United States
61167	-154.25	56.9	United States
61169	-174.17	52.23	United States
61182	-65.63	18.33	Puerto Rico
61189	-131.62	55.33	United States
61192	-67.17	18.45	Puerto Rico
61196	-135.22	57.78	United States
61201	-65.47	18.09	Puerto Rico
61209	-75.04	40.01	United States
61214	-76.48	38.98	United States
61335	-79.9	9.37	Panama
61340	-61.62	10.68	Trinidad & Tobago
61500	-76.48	38.98	United States
61501	-76.47	38.98	United States
61502	-76.48	38.98	United States
61503	-76.47	38.98	United States
61509	-75.43	37.93	United States
61938	-155.07	19.73	United States
62272	-123.88	46.17	United States
62289	-132.95	56.82	United States
62290	-132.95	56.82	United States
62293	-135.33	57.05	United States
62302	-166.85	53.98	United States
62377	134.48	7.33	Palau
62383	167.73	8.73	Marshall Is.
62388	120.28	14.82	Philippines
62454	179.22	-8.53	Tuvalu
62545	-77.43	34.72	United States
62546	-77.43	34.72	United States
62549	-77.42	34.7	United States
62775	-70.25	43.65	United States
62891	-63.17	46.23	Canada
62892	-63.17	46.23	Canada
62893	-63.17	46.23	Canada
62935	-52.67	47.57	Canada
62955	-66.12	43.83	Canada
62956	-66.12	43.83	Canada
62957	-66.12	43.83	Canada
62963	82.23	77.5	Russia
63536	51.7	46.9	Kazakhstan
63558	50	45	Kazakhstan
63848	53.12	39.45	Turkmenistan
63850	53.1	39.1	Turkmenistan
63987	48.77	67.7	Russia
64586	47.8	45.4	Russia
64599	47.5	44.5	Russia
64722	49.2	41.1	Azerbaijan
64775	50.9	40.2	Azerbaijan
64776	50.3	40.5	Azerbaijan
64777	50.6	40.3	Azerbaijan
64802	49.6	39.8	Azerbaijan
64820	48.9	38.5	Azerbaijan
64834	57.95	81.8	Russia
65022	-2.13	49.2	Jersey
65023	-2.13	49.2	Jersey
65028	-2.99	53.4	United Kingdom
65032	-118.32	29.17	Mexico
65037	-111.87	24.52	Mexico
65049	18.3	80.05	Svalbard
65088	9.05	39.25	Italy
65130	-6.32	58.22	United Kingdom
65174	50.62	26.27	Bahrain
65175	45.02	12.83	Yemen
65198	92.72	11.67	India
65199	92.72	11.67	India
65209	120.43	22.47	Taiwan
65283	-6.75	62.05	Faroe Is.
65318	-170.22	57.15	United States
65329	-68.55	70.45	Canada
65359	50.62	26.27	Bahrain
65360	45.02	12.83	Yemen
65363	92.72	11.67	India
65364	92.72	11.67	India
65415	-69.88	18.47	Dominican Republic
65416	-69.88	18.47	Dominican Republic
65456	-89.38	29.97	United States
65486	-69.97	41.67	United States
65495	-68.55	70.45	Canada
65503	-110.95	18.72	Mexico
65532	-122.22	37.75	United States
65547	-170.22	57.15	United States
65684	170.32	-72.32	Antarctica
65714	18.3	80.05	Svalbard
65743	-51.18	63.43	Greenland
65767	92.72	11.67	India
65854	50.62	26.27	Bahrain
65856	45.02	12.83	Yemen
65885	120.43	22.47	Taiwan
66005	-44.71	-60.75	Antarctica
66014	100.73	-66.27	Antarctica
66041	96.83	-12.18	Cocos Is.
66044	77.9	-68.6	Antarctica
66051	-6.32	58.22	United Kingdom
66065	50.62	26.27	Bahrain
66067	45.02	12.83	Yemen
66103	92.72	11.67	India
66104	92.72	11.67	India
66147	37.87	-46.88	South Africa
66193	-68.31	-54.8	Argentina
66194	-68.31	-54.8	Argentina
66196	-44.71	-60.75	Antarctica
66197	-44.71	-60.75	Antarctica
66204	170.32	-72.32	Antarctica
66215	179.22	-8.52	Tuvalu
66223	174.8	-37.02	New Zealand
66269	96.83	-12.18	Cocos Is.
66293	17.91	69.54	Norway
66294	18.08	69.35	Norway
66296	18.92	69.33	Norway
66330	30.09	70.07	Norway
66335	12.22	65.47	Norway
66374	8	63	Norway
66474	10.62	59.88	Norway
66996	-4.12	50.35	United Kingdom
67011	-1.28	50.58	United Kingdom
67013	-1.3	50.82	United Kingdom
67030	-7.02	55.07	United Kingdom
67079	-21.93	64.13	Iceland
67123	-53	68	Greenland
67124	-53.7	66.93	Greenland
67131	-51.55	63.7	Greenland
67138	-46.05	60.72	Greenland
67164	-44	60	Greenland
67203	11.97	54.57	Denmark
67205	11.77	55.08	Denmark
67530	5.93	43.1	France
67557	9.18	41.37	France
67563	-8.37	43.38	Spain
67570	-3.83	43.43	Spain
67571	-3.78	43.47	Spain
67692	-8.83	41.68	Portugal
68463	27.92	43.2	Bulgaria
68574	13.12	41.25	Italy
68641	9.05	39.25	Italy
68667	20.48	38.17	Greece
68674	23.7	37.9	Greece
68711	29.07	40.96	Turkey
68730	26.4	40.13	Turkey
68782	30.7	36.88	Turkey
68807	83.25	75.92	Russia
68846	139.77	73.4	Russia
68863	136.58	71.5	Russia
69002	57.97	68.8	Russia
69332	154.7	60.2	Russia
69334	163.63	60.87	Russia
69336	170.73	60.43	Russia
69354	22.78	58.82	Estonia
69768	144.79	59.39	Russia
69894	143.2	52.4	Russia
69950	156.48	51.48	Russia
70036	47.8	44.82	Russia
70037	47.78	44.82	Russia
70038	47.78	44.81	Russia
70075	51	47	Kazakhstan
70081	53	46	Kazakhstan
70187	49.52	39.38	Azerbaijan
70188	49.51	39.37	Azerbaijan
70202	52.65	42.73	Kazakhstan
70232	35.75	35.55	Syria
70294	50.62	26.27	Bahrain
70295	50.63	26.27	Bahrain
70322	49.4	14.65	Yemen
70323	45.03	12.83	Yemen
70359	52.65	36.72	Iran
70388	49.2	30.5	Iran
70390	49.2	30.5	Iran
70607	91.42	22.48	Bangladesh
70608	91.42	22.48	Bangladesh
70610	91.1	22.45	Bangladesh
70611	91.09	22.44	Bangladesh
70851	84.12	18.32	India
70959	93.72	7.2	India
71085	120.43	22.47	Taiwan
71177	126.57	33.23	South Korea
71355	138.85	34.6	Japan
71410	132.42	34.36	Japan
71427	131.04	34.04	Japan
71428	131.04	34.04	Japan
71435	133.93	34.58	Japan
71520	123.75	24.38	Japan
71522	124.17	24.33	Japan
71647	102.88	11.78	Thailand
71656	98.4	7.97	Thailand
72647	118.07	24.45	China
72690	120.43	22.47	Taiwan
72713	108.63	19.13	China
72910	-12.5	7.53	Sierra Leone
72928	55.48	-21.33	Reunion
72981	32.23	31.28	Egypt
72983	32.23	31.28	Egypt
73022	33.62	28.22	Egypt
73104	45.35	2.03	Somalia
73171	39.62	-4.03	Kenya
73174	39.72	-5.07	Tanzania
73507	49.82	-17.08	Madagascar
73525	40.37	-11.35	Mozambique
73541	36.88	-17.88	Mozambique
73770	-62	45	Canada
73959	-64.35	49.82	Canada
74005	-64.05	67.55	Canada
74015	-123.42	48.13	United States
74028	-69.97	41.67	United States
74048	-118.32	29.17	Mexico
74139	-110.95	18.72	Mexico
74148	-91.8	18.65	Mexico
74158	-99.77	16.75	Mexico
74200	-73.68	20.93	The Bahamas
74230	-82.93	21.45	Cuba
74232	-82.93	21.45	Cuba
74238	-81.05	22.07	Cuba
74296	-69.88	18.47	Dominican Republic
74343	-84.85	9.98	Costa Rica
74377	-61.6	12.15	Grenada
74378	-61.6	12.14	Grenada
74379	-61.6	12.15	Grenada
74433	-71.6	10.65	Venezuela
74434	-71.6	10.64	Venezuela
74819	-79.65	0.98	Ecuador
74922	-72.43	-35.32	Chile
74974	-67.48	-54.92	Chile
74977	-58.93	-62.2	Antarctica
74982	-62.87	-64.82	Antarctica
75195	-36.5	-54.28	South Georgia & the South Sandwich Is.
75212	-58.93	-62.2	Antarctica
75214	-58.47	-62.16	Antarctica
75228	170.32	-72.32	Antarctica
75312	167.22	-15.52	Vanuatu
75314	167.8	-16.42	Vanuatu
75332	167.89	-21.54	New Caledonia
75364	178.85	-17.68	Fiji
75393	-176.13	-13.28	Wallis & Futuna
75465	-130.07	-25.07	Pitcairn Is.
75498	174.27	-41.73	New Zealand
75536	130.04	-11.82	Australia
75629	140.02	-66.67	Antarctica
75687	112.63	-5.85	Indonesia
75712	124.38	-9.2	Timor-Leste
75713	124.37	-9.2	Timor-Leste
75743	131.3	-7.98	Indonesia
75747	121.47	19.27	Philippines
75788	124.23	13.58	Philippines
75796	123.62	12.37	Philippines
75821	123.35	8.6	Philippines
77443	-53.7	66.93	Greenland
77479	-8.37	43.38	Spain
77480	-3.78	43.47	Spain
77550	139.77	73.4	Russia
77625	70.2	66.7	Russia
77626	72.38	66.5	Russia
77721	170.73	60.43	Russia
77731	21.9	58.25	Estonia
77945	49.62	46.05	Kazakhstan
77953	47.8	45.4	Russia
78053	49.65	39.98	Azerbaijan
78089	52.65	36.72	Iran
78146	124.17	24.33	Japan
78299	-64.05	67.55	Canada
78446	-79.65	0.98	Ecuador
78447	-79.65	0.98	Ecuador
78448	-79.65	0.98	Ecuador
78576	178.85	-17.68	Fiji
78588	-176.13	-13.28	Wallis & Futuna
78622	-130.07	-25.07	Pitcairn Is.
78639	123.35	8.6	Philippines
78697	25.07	76.5	Svalbard
78707	37.87	-46.88	South Africa
78748	28.92	-32.23	South Africa
78755	29.55	-31.63	South Africa
78903	119.89	16.39	Philippines
78969	178.43	-18.13	Fiji
78971	178.43	-18.13	Fiji
78972	178.43	-18.13	Fiji
78973	178.43	-18.13	Fiji
78974	178.43	-18.13	Fiji
78975	178.43	-18.13	Fiji
78976	178.43	-18.13	Fiji
78977	178.43	-18.13	Fiji
78990	27.92	43.2	Bulgaria
78998	142.66	-67	Antarctica
79056	-51.73	64.18	Greenland
79059	15.72	78.47	Svalbard
79060	-64.75	81.73	Canada
79071	58.07	81.78	Russia
79107	134.48	7.33	Palau
79122	40.37	-11.35	Mozambique
79128	36.88	-17.88	Mozambique
79165	-135.35	57.05	United States
79240	-76.48	38.98	United States
79312	124.17	24.33	Japan
79326	134.48	7.33	Palau
79391	-135.33	57.05	United States
79392	-135.33	57.05	United States
79400	-88.04	30.69	United States
79401	-88.04	30.69	United States
79485	-80.08	26.95	United States
79490	-87.21	30.41	United States
79491	-87.21	30.41	United States
79621	-76.48	38.98	United States
79732	-75.52	35.25	United States
79823	-123.83	46.19	United States
79824	-123.83	46.19	United States
79978	-61.1	14.6	Martinique
80011	27.92	43.2	Bulgaria
80039	92.72	11.68	India
80041	55.52	-4.67	Seychelles
80087	9.84	37.33	Tunisia
80097	32.23	31.28	Egypt
80118	105.72	-10.42	Christmas I.
80140	-61.75	12.05	Grenada
80158	46.32	-15.72	Madagascar
80209	105.72	-10.42	Christmas I.
80284	174.8	-36.83	New Zealand
80295	134.48	7.33	Palau
80305	58	80.6	Russia
80449	175.77	69.88	Russia
80458	-179.1	66.35	Russia
80479	154.27	59.65	Russia
80700	140.3	49	Russia
80725	142.08	45.9	Russia
80732	156.7	57.08	Russia
80806	47.5	44.5	Russia
80819	47.48	43.01	Russia
81018	154.27	59.65	Russia
81500	140.3	49	Russia
81546	156.7	57.08	Russia
81552	156.48	51.48	Russia
81680	47.48	44.47	Russia
81698	47.48	43.02	Russia
81699	47.5	43	Russia
81700	47.92	42.53	Russia
81760	50.32	40.47	Azerbaijan
81779	48.88	38.45	Azerbaijan
81795	51.18	43.6	Kazakhstan
81889	53.1	39.1	Turkmenistan
81919	53.63	37.47	Turkmenistan
81968	-58.93	-62.2	Antarctica
81971	11.83	-70.77	Antarctica
81991	-58.93	-62.2	Antarctica
81992	11.83	-70.77	Antarctica
82000	35.77	35.53	Syria
82095	52.65	36.72	Iran
82161	60.62	25.28	Iran
82173	50.65	26.27	Bahrain
82212	45.03	12.83	Yemen
82316	92.72	11.67	India
82320	80.02	9.65	Sri Lanka
82612	118.08	24.48	China
82758	17.85	-32.83	South Africa
82764	37.87	-46.88	South Africa
82797	-62.27	82.52	Canada
82854	-53.1	48.67	Canada
82891	-70.8	47.07	Canada
83020	-88.3	18.48	Belize
83031	-62.68	17.3	St. Kitts & Nevis
83115	-58.93	-62.2	Antarctica
83122	11.75	-70.77	Antarctica
83127	162.97	-76.72	Antarctica
83135	163.68	-74.95	Antarctica
83139	-159.33	21.98	United States
83143	167.73	8.73	Marshall Is.
83144	134.48	7.33	Palau
83150	179.22	-8.5	Tuvalu
83155	178.43	-18.13	Fiji
83276	134.88	-33.65	Australia
83434	151.57	-33.27	Australia
83448	150.15	-35.9	Australia
83453	148.27	-41.33	Australia
83454	148.02	-42.67	Australia
83509	112.63	-5.85	Indonesia
83516	96.83	-12.18	Cocos Is.
83546	138.72	-1.83	Indonesia
83560	131.3	-7.98	Indonesia
83563	121.47	19.27	Philippines
83583	124.23	13.58	Philippines
83588	123.62	12.37	Philippines
83592	125.73	11.03	Philippines
83599	123.35	8.6	Philippines
83628	96.83	-12.18	Cocos Is.
83651	117.18	-20.67	Australia
83661	153.36	-29.43	Australia
83674	150.15	-35.9	Australia
83699	143.51	-38.85	Australia
83702	142.48	-38.38	Australia
83734	174.11	-35.26	New Zealand
83753	-15.43	11.57	Guinea-Bissau
83761	73.81	15.49	India
83763	36.88	-17.88	Mozambique
83778	147.93	-42.55	Australia
83786	179.21	-8.5	Tuvalu
83788	178.43	-18.13	Fiji
83809	-2.53	49.45	Guernsey
75357	180	-16	Fijian Exclusive Economic Zone
