"","id","longitude","latitude","geo_name"
"46097",50413,-100.24,25.87,"Mexico"
"46098",50414,-100.1,25.78,"Mexico"
"46099",50415,-100.1,25.77,"Mexico"
"46100",50416,-100.1,25.77,"Mexico"
"46101",50417,-100.1,25.77,"Mexico"
"46102",50418,-100.11,25.78,"Mexico"
"46103",50419,-100.1,25.78,"Mexico"
"46104",50420,-100.1,25.77,"Mexico"
"46105",50421,-97.52,25.88,"Mexico"
"46106",50422,-97.52,25.87,"Mexico"
"76795",50423,-97.53,24.77,"Mexican part of the Gulf of Mexico"
"46107",50424,-97.53,25.77,"Mexico"
"46108",50425,-97.53,25.77,"Mexico"
"46109",50426,-97.53,25.77,"Mexico"
"46110",50427,-97.52,25.76,"Mexico"
"46111",50428,-97.52,25.77,"Mexico"
"46112",50429,-111.85,24.47,"Mexico"
"46113",50430,-111.83,24.47,"Mexico"
"46114",50431,-111.53,24.47,"Mexico"
"46115",50432,-111.87,24.47,"Mexico"
"46116",50433,-111.37,26.02,"Mexico"
"46117",50434,-111.37,26,"Mexico"
"46118",50435,-111.67,25,"Mexico"
"46119",50436,-111.7,24.97,"Mexico"
"46120",50437,-111.7,24.95,"Mexico"
"46121",50438,-110.35,24.17,"Mexico"
"46122",50439,-110.35,24.17,"Mexico"
"46123",50440,-110.3,24.17,"Mexico"
"46124",50441,-110.3,24.17,"Mexico"
"83152",50442,-110.42,24.17,"Mexico"
"46125",50443,-110.55,24.12,"Mexico"
"46126",50444,-110.33,24.07,"Mexico"
"46127",50445,-110.37,24.07,"Mexico"
"46128",50446,-110.36,24.06,"Mexico"
"46129",50447,-110.35,24.07,"Mexico"
"46130",50448,-110.35,24.07,"Mexico"
"46131",50449,-110.36,24.07,"Mexico"
"46132",50450,-109.7,23.15,"Mexico"
"46133",50451,-109.69,23.15,"Mexico"
"46134",50452,-109.72,23.15,"Mexico"
"46135",50453,-109.72,23.15,"Mexico"
"46136",50454,-107.48,24.77,"Mexico"
"46137",50455,-107.43,24.77,"Mexico"
"46138",50456,-107.4,24.82,"Mexico"
"46139",50457,-107.4,24.8,"Mexico"
"46140",50458,-107.4,24.82,"Mexico"
"46141",50459,-107.39,24.81,"Mexico"
"46142",50460,-107.4,24.8,"Mexico"
"46143",50461,-107.47,24.77,"Mexico"
"46144",50462,-107.72,25.3,"Mexico"
"46145",50463,-107.43,24.78,"Mexico"
"46146",50464,-104.67,24.03,"Mexico"
"46147",50465,-104.53,24.13,"Mexico"
"46148",50466,-104.58,24.1,"Mexico"
"46149",50467,-104.67,24.03,"Mexico"
"46150",50468,-104.67,24.02,"Mexico"
"46151",50469,-104.6,24.05,"Mexico"
"46152",50470,-104.53,24.13,"Mexico"
"46153",50471,-104.53,24.13,"Mexico"
"46154",50472,-104.52,24.13,"Mexico"
"46155",50473,-104.52,24.12,"Mexico"
"46156",50474,-104.52,24.12,"Mexico"
"46157",50475,-105.42,23.18,"Mexico"
"46158",50476,-106.27,23.17,"Mexico"
"46159",50477,-106.42,23.2,"Mexico"
"46160",50478,-106.42,23.2,"Mexico"
"76796",50479,-106.42,23.18,"Mexican part of the North Pacific Ocean"
"46161",50480,-106.42,23.2,"Mexico"
"46162",50481,-106.27,23.17,"Mexico"
"46163",50482,-106.25,23.15,"Mexico"
"46164",50483,-106.27,23.17,"Mexico"
"46165",50484,-106.27,23.15,"Mexico"
"46166",50485,-106.28,23.17,"Mexico"
"46167",50486,-103.65,23.63,"Mexico"
"46168",50487,-103.63,23.63,"Mexico"
"46169",50488,-103.65,23.63,"Mexico"
"46170",50489,-89.68,22.38,"Mexico"
"46171",50490,-89.68,22.38,"Mexico"
"46172",50491,-89.68,22.38,"Mexico"
"46173",50492,-99.13,23.73,"Mexico"
"46174",50493,-98.97,23.72,"Mexico"
"46175",50494,-99.13,23.73,"Mexico"
"46176",50495,-99.13,23.77,"Mexico"
"46177",50496,-99.13,23.73,"Mexico"
"46178",50497,-99.13,23.75,"Mexico"
"46179",50498,-99.62,24.2,"Mexico"
"46180",50499,-98.97,23.72,"Mexico"
"46181",50500,-98.97,23.72,"Mexico"
"46182",50501,-98.97,23.7,"Mexico"
"46183",50502,-98.95,23.7,"Mexico"
"46184",50503,-98.95,23.7,"Mexico"
"46185",50504,-98.96,23.7,"Mexico"
"46186",50505,-98.2,23.77,"Mexico"
"46187",50506,-98.2,23.77,"Mexico"
"46188",50507,-98.19,23.76,"Mexico"
"46189",50508,-103.37,22.38,"Mexico"
"46190",50509,-103.27,22.1,"Mexico"
"46191",50510,-102.58,22.78,"Mexico"
"46192",50511,-102.57,22.78,"Mexico"
"46193",50512,-102.56,22.77,"Mexico"
"46194",50513,-102.68,22.9,"Mexico"
"46195",50514,-102.68,22.88,"Mexico"
"46196",50515,-100.98,22.18,"Mexico"
"46197",50516,-100.98,22.15,"Mexico"
"46198",50517,-100.98,22.18,"Mexico"
"46199",50518,-100.98,22.18,"Mexico"
"46200",50519,-100.98,22.15,"Mexico"
"46201",50520,-100.97,22.15,"Mexico"
"46202",50521,-100.98,22.18,"Mexico"
"46203",50522,-100.93,22.25,"Mexico"
"46204",50523,-98.8,22.05,"Mexico"
"46205",50524,-99.28,22,"Mexico"
"46206",50525,-98.77,22,"Mexico"
"46207",50526,-98.78,22.02,"Mexico"
"46208",50527,-98.78,22,"Mexico"
"46209",50528,-98.77,22,"Mexico"
"46210",50529,-97.85,22.22,"Mexico"
"46211",50530,-97.85,22.22,"Mexico"
"46212",50531,-97.85,22.22,"Mexico"
"46213",50532,-97.85,22.2,"Mexico"
"46214",50533,-97.85,22.28,"Mexico"
"46215",50534,-97.85,22.3,"Mexico"
"46216",50535,-97.85,22.28,"Mexico"
"46217",50536,-97.87,22.28,"Mexico"
"46218",50537,-97.87,22.28,"Mexico"
"46219",50538,-97.86,22.27,"Mexico"
"46220",50539,-97.87,22.28,"Mexico"
"46221",50540,-97.87,22.28,"Mexico"
"46222",50541,-97.88,22.28,"Mexico"
"76797",50542,-106.5,21.58,"Mexican part of the North Pacific Ocean"
"83153",50543,-106.53,21.67,"Mexico"
"76798",50544,-106.52,21.67,"Mexican part of the North Pacific Ocean"
"46223",50545,-104.9,21.52,"Mexico"
"46224",50546,-104.9,21.52,"Mexico"
"46225",50547,-105.5,21.87,"Mexico"
"46226",50548,-104.9,21.52,"Mexico"
"46227",50549,-104.89,21.51,"Mexico"
"46228",50550,-104.88,21.52,"Mexico"
"46229",50551,-104.84,21.42,"Mexico"
"76799",50552,-97.2,21.47,"Mexican part of the Gulf of Mexico"
"46230",50553,-102.3,21.88,"Mexico"
"46231",50554,-102.28,21.85,"Mexico"
"46232",50555,-102.3,21.88,"Mexico"
"46233",50556,-102.3,21.88,"Mexico"
"46234",50557,-102.3,21.87,"Mexico"
"46235",50558,-102.32,21.71,"Mexico"
"46236",50559,-101.92,21.35,"Mexico"
"46237",50560,-101.68,21.12,"Mexico"
"46238",50561,-101.53,21.07,"Mexico"
"46239",50562,-101.55,21.07,"Mexico"
"46240",50563,-101.25,21.02,"Mexico"
"46241",50564,-101.25,21.02,"Mexico"
"46242",50565,-101.25,21.01,"Mexico"
"46243",50566,-101.28,21,"Mexico"
"46244",50567,-101.48,21,"Mexico"
"46245",50568,-101.47,21,"Mexico"
"46246",50569,-101.48,20.98,"Mexico"
"46247",50570,-101.48,20.98,"Mexico"
"76800",50571,-91.4,22.13,"Mexican part of the Gulf of Mexico"
"46248",50572,-100,21.93,"Mexico"
"46249",50573,-100,21.85,"Mexico"
"46250",50574,-100,21.84,"Mexico"
"46251",50575,-99.98,21.93,"Mexico"
"46252",50576,-97.08,20.47,"Mexico"
"46253",50577,-97.45,20.5,"Mexico"
"46254",50578,-97.47,20.5,"Mexico"
"46255",50579,-98.67,21.33,"Mexico"
"46256",50580,-98.67,21.32,"Mexico"
"46257",50581,-98.82,21.32,"Mexico"
"46258",50582,-86.82,21.18,"Mexico"
"46259",50583,-86.88,21.03,"Mexico"
"46260",50584,-86.87,21.02,"Mexico"
"46261",50585,-86.86,21.02,"Mexico"
"46262",50586,-86.87,21.03,"Mexico"
"46263",50587,-86.87,21.03,"Mexico"
"46264",50588,-86.88,21.03,"Mexico"
"46265",50589,-89.67,21.3,"Mexico"
"76801",50590,-89.82,21.3,"Mexican part of the Gulf of Mexico"
"46266",50591,-89.65,21.3,"Mexico"
"76802",50592,-89.81,21.29,"Mexican part of the Gulf of Mexico"
"46267",50593,-89.65,21.3,"Mexico"
"46268",50594,-86.88,21.03,"Mexico"
"46269",50595,-86.88,21.02,"Mexico"
"46270",50596,-86.85,21.02,"Mexico"
"46271",50597,-86.87,21.03,"Mexico"
"46272",50598,-86.88,21.04,"Mexico"
"76803",50599,-86.72,21.2,"Mexican part of the Caribbean Sea"
"76804",50600,-86.72,21.2,"Mexican part of the Caribbean Sea"
"76805",50601,-86.75,21.27,"Mexican part of the Caribbean Sea"
"46273",50602,-105.25,20.68,"Mexico"
"46274",50603,-105.25,20.68,"Mexico"
"46275",50604,-105.25,20.68,"Mexico"
"46276",50605,-105.25,20.68,"Mexico"
"46277",50606,-105.25,20.67,"Mexico"
"46278",50607,-105.25,20.67,"Mexico"
"46279",50608,-105.25,20.68,"Mexico"
"46280",50609,-105.25,20.68,"Mexico"
"46281",50610,-105.27,20.67,"Mexico"
"46282",50611,-103.38,20.68,"Mexico"
"46283",50612,-103.38,20.68,"Mexico"
"46284",50613,-103.38,20.68,"Mexico"
"46285",50614,-103.38,20.67,"Mexico"
"46286",50615,-103.32,20.52,"Mexico"
"46287",50616,-103.33,20.52,"Mexico"
"46288",50617,-97.45,20.6,"Mexico"
"46289",50618,-97.45,20.6,"Mexico"
"46290",50619,-97.46,20.6,"Mexico"
"46291",50620,-103.32,20.52,"Mexico"
"46292",50621,-103.38,20.6,"Mexico"
"46293",50622,-103.32,20.52,"Mexico"
"46294",50623,-103.32,20.52,"Mexico"
"46295",50624,-103.32,20.52,"Mexico"
"46296",50625,-103.31,20.51,"Mexico"
"46297",50626,-103.3,20.52,"Mexico"
"46298",50627,-103.3,20.52,"Mexico"
"46299",50628,-103.31,20.52,"Mexico"
"46300",50629,-100.38,20.6,"Mexico"
"46301",50630,-100.38,20.6,"Mexico"
"46302",50631,-100.37,20.62,"Mexico"
"46303",50632,-100.38,20.6,"Mexico"
"46304",50633,-100.4,20.58,"Mexico"
"46305",50634,-100.38,20.59,"Mexico"
"46306",50635,-98.73,20.13,"Mexico"
"46307",50636,-98.73,20.13,"Mexico"
"46308",50637,-98.72,20.13,"Mexico"
"46309",50638,-98.75,20.13,"Mexico"
"46310",50639,-98.38,20.08,"Mexico"
"46311",50640,-98.37,20.08,"Mexico"
"46312",50641,-98.36,20.07,"Mexico"
"46313",50642,-98.38,20.08,"Mexico"
"46314",50643,-98.37,20.08,"Mexico"
"46315",50644,-97.38,20.95,"Mexico"
"46316",50645,-97.38,20.95,"Mexico"
"46317",50646,-97.4,20.95,"Mexico"
"46318",50647,-97.39,20.95,"Mexico"
"46319",50648,-96.77,20.2,"Mexico"
"76806",50649,-92.32,20.97,"Mexican part of the Gulf of Mexico"
"46320",50650,-96.77,20.2,"Mexico"
"76807",50651,-91.97,20.22,"Mexican part of the Gulf of Mexico"
"46321",50652,-89.67,20.95,"Mexico"
"46322",50653,-89.65,20.93,"Mexico"
"46323",50654,-89.67,20.95,"Mexico"
"46324",50655,-89.65,20.98,"Mexico"
"46325",50656,-89.65,20.98,"Mexico"
"46326",50657,-89.65,20.98,"Mexico"
"46327",50658,-89.64,20.98,"Mexico"
"46328",50659,-89.66,20.94,"Mexico"
"46329",50660,-89.68,20.93,"Mexico"
"46330",50661,-88.2,20.68,"Mexico"
"46331",50662,-88.22,20.7,"Mexico"
"46332",50663,-88.2,20.68,"Mexico"
"46333",50664,-86.95,20.52,"Mexico"
"46334",50665,-86.93,20.52,"Mexico"
"46335",50666,-86.93,20.52,"Mexico"
"46336",50667,-86.93,20.52,"Mexico"
"46337",50668,-86.93,20.52,"Mexico"
"46338",50669,-86.95,20.48,"Mexico"
"46339",50670,-86.95,20.48,"Mexico"
"46340",50671,-86.93,20.52,"Mexico"
"46341",50672,-86.95,20.48,"Mexico"
"46342",50673,-86.93,20.52,"Mexico"
"46343",50674,-86.93,20.53,"Mexico"
"46344",50675,-86.93,20.52,"Mexico"
"46345",50676,-86.92,20.52,"Mexico"
"46346",50677,-86.92,20.52,"Mexico"
"46347",50678,-104.57,19.15,"Mexico"
"46348",50679,-104.57,19.15,"Mexico"
"46349",50680,-104.56,19.15,"Mexico"
"76808",50681,-104.55,19.13,"Mexican part of the North Pacific Ocean"
"76809",50682,-104.55,19.13,"Mexican part of the North Pacific Ocean"
"46350",50683,-104.56,19.15,"Mexico"
"76810",50684,-104.33,19.05,"Mexican part of the North Pacific Ocean"
"76811",50685,-104.33,19.07,"Mexican part of the North Pacific Ocean"
"46351",50686,-104.28,19.05,"Mexico"
"76812",50687,-104.33,19.05,"Mexican part of the North Pacific Ocean"
"46352",50688,-104.32,19.04,"Mexico"
"46353",50689,-104.32,19.05,"Mexico"
"46354",50690,-104.33,19.12,"Mexico"
"46355",50691,-104.57,19.15,"Mexico"
"46356",50692,-102.03,19.4,"Mexico"
"46357",50693,-102.02,19.4,"Mexico"
"46358",50694,-102.4,19.08,"Mexico"
"46359",50695,-103.47,19.7,"Mexico"
"46360",50696,-103.47,19.7,"Mexico"
"46361",50697,-103.47,19.72,"Mexico"
"46362",50698,-103.73,19.23,"Mexico"
"46363",50699,-103.73,19.23,"Mexico"
"46364",50700,-103.58,19.27,"Mexico"
"46365",50701,-103.57,19.26,"Mexico"
"46366",50702,-103.72,19.22,"Mexico"
"76813",50703,0,0,"High seas of the South Atlantic Ocean"
"46367",50704,-102.3,19.98,"Mexico"
"46368",50705,-102.32,19.98,"Mexico"
"46369",50706,-102.31,19.98,"Mexico"
"46370",50707,-101.18,19.7,"Mexico"
"46371",50708,-101.18,19.7,"Mexico"
"46372",50709,-101.22,19.73,"Mexico"
"46373",50710,-101.03,19.85,"Mexico"
"46374",50711,-101.02,19.84,"Mexico"
"46375",50712,-101.02,19.85,"Mexico"
"46376",50713,-101.02,19.85,"Mexico"
"46377",50714,-99.18,19.68,"Mexico"
"46378",50715,-99.67,19.3,"Mexico"
"46379",50716,-99.67,19.3,"Mexico"
"46380",50717,-99.67,19.29,"Mexico"
"46381",50718,-99.68,19.28,"Mexico"
"46382",50719,-99.57,19.35,"Mexico"
"46383",50720,-99.56,19.34,"Mexico"
"46384",50721,-99.57,19.33,"Mexico"
"46385",50722,-99.57,19.33,"Mexico"
"46386",50723,-99.57,19.34,"Mexico"
"46387",50724,-99.07,19.43,"Mexico"
"46388",50725,-99.07,19.43,"Mexico"
"46389",50726,-99.08,19.43,"Mexico"
"46390",50727,-99.13,19.43,"Mexico"
"46391",50728,-99.08,19.43,"Mexico"
"46392",50729,-99.1,19.43,"Mexico"
"46393",50730,-99.1,19.43,"Mexico"
"46394",50731,-99.07,19.43,"Mexico"
"46395",50732,-99.07,19.43,"Mexico"
"46396",50733,-99.07,19.44,"Mexico"
"46397",50734,-99.13,19.43,"Mexico"
"46398",50735,-99.2,19.4,"Mexico"
"46399",50736,-99.18,19.4,"Mexico"
"46400",50737,-99.18,19.32,"Mexico"
"46401",50738,-98.23,19.32,"Mexico"
"46402",50739,-98.23,19.32,"Mexico"
"46403",50740,-98.22,19.31,"Mexico"
"46404",50741,-98.25,19.32,"Mexico"
"46405",50742,-98.2,19.05,"Mexico"
"46406",50743,-98.2,19.05,"Mexico"
"46407",50744,-98.18,19.03,"Mexico"
"46408",50745,-98.2,19.05,"Mexico"
"46409",50746,-98.2,19.03,"Mexico"
"46410",50747,-98.19,19.02,"Mexico"
"46411",50748,-98.17,19.05,"Mexico"
"46412",50749,-96.92,19.53,"Mexico"
"46413",50750,-96.92,19.53,"Mexico"
"46414",50751,-96.78,19.47,"Mexico"
"46415",50752,-96.92,19.53,"Mexico"
"46416",50753,-96.92,19.55,"Mexico"
"46417",50754,-96.92,19.52,"Mexico"
"46418",50755,-96.92,19.55,"Mexico"
"46419",50756,-96.75,19.47,"Mexico"
"76814",50757,-92.02,20.22,"Mexican part of the Gulf of Mexico"
"76815",50758,-92.25,20.97,"Mexican part of the Gulf of Mexico"
"46420",50759,-96.18,19.15,"Mexico"
"46421",50760,-96.13,19.2,"Mexico"
"46422",50761,-96.18,19.15,"Mexico"
"46423",50762,-96.13,19.2,"Mexico"
"46424",50763,-96.18,19.15,"Mexico"
"46425",50764,-96.18,19.13,"Mexico"
"46426",50765,-96.18,19.13,"Mexico"
"46427",50766,-96.19,19.15,"Mexico"
"46428",50767,-96.12,19.15,"Mexico"
"46429",50768,-96.12,19.15,"Mexico"
"46430",50769,-96.12,19.15,"Mexico"
"46431",50770,-96.12,19.12,"Mexico"
"46432",50771,-96.11,19.15,"Mexico"
"46433",50772,-90.53,19.85,"Mexico"
"46434",50773,-90.53,19.85,"Mexico"
"46435",50774,-90.53,19.85,"Mexico"
"46436",50775,-90.55,19.85,"Mexico"
"46437",50776,-90.55,19.84,"Mexico"
"46438",50777,-90.5,19.82,"Mexico"
"46439",50778,-90.52,19.83,"Mexico"
"46440",50779,-90.52,19.83,"Mexico"
"46441",50780,-88.03,19.58,"Mexico"
"46442",50781,-88.03,19.58,"Mexico"
"46443",50782,-88.02,19.57,"Mexico"
"46444",50783,-87.9,19.7,"Mexico"
"76816",50784,-91.83,18.63,"Mexican part of the Gulf of Mexico"
"83154",50785,-110.95,18.72,"Mexico"
"83155",50786,-110.95,18.72,"Mexico"
"83156",50787,-110.95,18.72,"Mexico"
"76817",50788,-110.94,18.72,"Mexican part of the North Pacific Ocean"
"46445",50789,-99.25,18.92,"Mexico"
"46446",50790,-99.25,18.88,"Mexico"
"46447",50791,-99.23,18.88,"Mexico"
"46448",50792,-99.17,18.7,"Mexico"
"46449",50793,-99.17,18.7,"Mexico"
"46450",50794,-99.17,18.7,"Mexico"
"46451",50795,-97.1,18.85,"Mexico"
"46452",50796,-97.17,19.42,"Mexico"
"46453",50797,-97.1,18.85,"Mexico"
"46454",50798,-97.1,18.85,"Mexico"
"46455",50799,-97.1,18.84,"Mexico"
"46456",50800,-97.42,18.5,"Mexico"
"46457",50801,-97.42,18.5,"Mexico"
"46458",50802,-96.93,18.9,"Mexico"
"46459",50803,-96.93,18.9,"Mexico"
"46460",50804,-96.93,18.9,"Mexico"
"46461",50805,-94.58,18.1,"Mexico"
"46462",50806,-94.57,18.09,"Mexico"
"46463",50807,-94.58,18.1,"Mexico"
"46464",50808,-94.42,18.15,"Mexico"
"46465",50809,-94.7,18.25,"Mexico"
"46466",50810,-94.42,18.15,"Mexico"
"46467",50811,-94.42,18.13,"Mexico"
"46468",50812,-94.42,18.15,"Mexico"
"46469",50813,-94.42,18.15,"Mexico"
"76818",50814,-93.53,18.63,"Mexican part of the Gulf of Mexico"
"46470",50815,-92.92,17.98,"Mexico"
"76819",50816,0,0,"High seas of the South Atlantic Ocean"
"46471",50817,-92.92,17.98,"Mexico"
"46472",50818,-92.93,17.98,"Mexico"
"46473",50819,-92.82,18,"Mexico"
"46474",50820,-92.81,18,"Mexico"
"46475",50821,-92.82,17.98,"Mexico"
"46476",50822,-92.82,17.98,"Mexico"
"46477",50823,-92.98,18,"Mexico"
"46478",50824,-92.95,18.02,"Mexico"
"83157",50825,-91.8,18.65,"Mexico"
"76820",50826,-91.85,18.65,"Mexican part of the Gulf of Mexico"
"76821",50827,-91.78,18.65,"Mexican part of the Gulf of Mexico"
"76822",50828,-91.78,18.65,"Mexican part of the Gulf of Mexico"
"83158",50829,-91.8,18.65,"Mexico"
"83159",50830,-91.8,18.65,"Mexico"
"46479",50831,-88.32,18.5,"Mexico"
"46480",50832,-88.3,18.5,"Mexico"
"46481",50833,-88.3,18.5,"Mexico"
"46482",50834,-88.3,18.5,"Mexico"
"83160",50835,-88.3,18.48,"Belize"
"46483",50836,-88.33,18.51,"Mexico"
"46484",50837,-88.45,20.63,"Mexico"
"46485",50838,-88.45,20.63,"Mexico"
"46486",50839,-88.33,18.48,"Belize"
"46487",50840,-95.08,16.45,"Mexico"
"46488",50841,-95.08,16.45,"Mexico"
"83161",50842,-88.3,18.48,"Belize"
"46489",50843,-101.45,17.65,"Mexico"
"46490",50844,-101.45,17.65,"Mexico"
"46491",50845,-101.47,17.6,"Mexico"
"83162",50846,-101.47,17.59,"Mexico"
"46492",50847,-101.45,17.6,"Mexico"
"46493",50848,-101.45,17.6,"Mexico"
"46494",50849,-101.46,17.6,"Mexico"
"46495",50850,-99.5,17.55,"Mexico"
"46496",50851,-99.5,17.55,"Mexico"
"46497",50852,-99.5,17.55,"Mexico"
"46498",50853,-99.5,17.54,"Mexico"
"46499",50854,97.78,17.8,"Thailand"
"46500",50855,-97.78,17.8,"Mexico"
"46501",50856,-97.68,17.8,"Mexico"
"46502",50857,-97.77,17.8,"Mexico"
"46503",50858,-97.68,17.79,"Mexico"
"46504",50859,-96.72,17.07,"Mexico"
"46505",50860,-96.73,17,"Mexico"
"46506",50861,-96.72,17.07,"Mexico"
"46507",50862,-96.72,17.07,"Mexico"
"46508",50863,-96.72,17.06,"Mexico"
"46509",50864,-96.72,17.05,"Mexico"
"46510",50865,-97.22,17,"Mexico"
"46511",50866,-96.73,17,"Mexico"
"46512",50867,-96.73,16.97,"Mexico"
"46513",50868,-96.72,16.97,"Mexico"
"46514",50869,-96.72,17,"Mexico"
"46515",50870,-96.72,17,"Mexico"
"46516",50871,-94.55,18.02,"Mexico"
"46517",50872,-94.53,17.98,"Mexico"
"46518",50873,-99.25,18.62,"Mexico"
"83163",50874,-99.77,16.75,"Mexico"
"76823",50875,-99.92,16.83,"Mexican part of the North Pacific Ocean"
"83164",50876,-99.77,16.75,"Mexico"
"76824",50877,-99.92,16.83,"Mexican part of the North Pacific Ocean"
"76825",50878,-99.93,16.83,"Mexican part of the North Pacific Ocean"
"76826",50879,-99.93,16.82,"Mexican part of the North Pacific Ocean"
"76827",50880,-99.93,16.83,"Mexican part of the North Pacific Ocean"
"46519",50881,-98.07,16.35,"Mexico"
"46520",50882,-100.28,17.25,"Mexico"
"83165",50883,-99.77,16.75,"Mexico"
"46521",50884,-99.75,16.75,"Mexico"
"46522",50885,-99.75,16.76,"Mexico"
"46523",50886,-99.75,16.77,"Mexico"
"46524",50887,-99.75,16.75,"Mexico"
"46525",50888,-99.75,16.76,"Mexico"
"46526",50889,-96.47,15.73,"Mexico"
"46527",50890,-96.47,15.7,"Mexico"
"46528",50891,-95.1,16.57,"Mexico"
"46529",50892,-95.17,16.53,"Mexico"
"46530",50893,-95.1,16.55,"Mexico"
"46531",50894,-95.2,16.17,"Mexico"
"46532",50895,-95.18,16.17,"Mexico"
"46533",50896,-95.2,16.17,"Mexico"
"46534",50897,-95.18,16.17,"Mexico"
"46535",50898,-95.19,16.17,"Mexico"
"46536",50899,-95.88,16.23,"Mexico"
"46537",50900,-93.9,16.23,"Mexico"
"46538",50901,-93.9,16.23,"Mexico"
"46539",50902,-93.89,16.23,"Mexico"
"46540",50903,-93.9,16.23,"Mexico"
"46541",50904,-93.12,16.75,"Mexico"
"46542",50905,-93.1,16.75,"Mexico"
"46543",50906,-93.1,16.75,"Mexico"
"46544",50907,-93.18,16.73,"Mexico"
"46545",50908,-93.12,16.75,"Mexico"
"46546",50909,-93.12,16.73,"Mexico"
"46547",50910,-93.12,16.75,"Mexico"
"46548",50911,-93.11,16.75,"Mexico"
"46549",50912,-93.13,16.75,"Mexico"
"46550",50913,-93.34,16.77,"Mexico"
"46551",50914,-92.1,18.27,"Mexico"
"46552",50915,-92.08,18.25,"Mexico"
"46553",50916,-92.63,16.73,"Mexico"
"46554",50917,-92.63,16.73,"Mexico"
"46555",50918,-92.63,16.75,"Mexico"
"46556",50919,-92.63,16.75,"Mexico"
"46557",50920,-92.13,16.25,"Mexico"
"46558",50921,-92.13,16.25,"Mexico"
"46559",50922,-92.13,16.25,"Mexico"
"46560",50923,-96.25,15.77,"Mexico"
"46561",50924,-96.27,15.78,"Mexico"
"46562",50925,-96.27,15.77,"Mexico"
"46563",50926,-96.25,15.77,"Mexico"
"46564",50927,-96.25,15.77,"Mexico"
"46565",50928,-96.26,15.78,"Mexico"
"46566",50929,-96.47,15.73,"Mexico"
"46567",50930,-96.5,15.67,"Mexico"
"46568",50931,-96.5,15.67,"Mexico"
"46569",50932,-96.5,15.67,"Mexico"
"83166",50933,-96.5,15.65,"Mexico"
"46570",50934,-96.48,15.68,"Mexico"
"76828",50935,-96.5,15.64,"Mexican part of the North Pacific Ocean"
"46571",50936,-96.48,15.68,"Mexico"
"46572",50937,-97.08,15.87,"Mexico"
"46573",50938,-97.07,15.87,"Mexico"
"46574",50939,-97.08,15.87,"Mexico"
"46575",50940,-97.09,15.88,"Mexico"
"46576",50941,-96.83,16.12,"Mexico"
"46577",50942,-96.5,15.67,"Mexico"
"46578",50943,-96.5,15.67,"Mexico"
"46579",50944,-92.27,14.92,"Mexico"
"46580",50945,-92.27,14.92,"Mexico"
"46581",50946,-92.27,14.91,"Mexico"
"46582",50947,-92.25,14.92,"Mexico"
"46583",50948,-92.32,14.88,"Mexico"
"46584",50949,-92.25,14.92,"Mexico"
"46585",50950,-92.3,14.88,"Mexico"
"46586",50951,-92.27,14.92,"Mexico"
"46587",50952,-92.27,14.92,"Mexico"
"46588",50953,-92.38,14.78,"Mexico"
"46589",50954,-92.38,14.77,"Mexico"
"46590",50955,-92.37,14.78,"Mexico"
"46591",50956,-92.37,14.78,"Mexico"
"46592",50957,-92.37,14.79,"Mexico"
"46593",50958,-102.22,18,"Mexico"
"46594",50959,-64.68,32.37,"Bermuda"
"46595",50960,-64.68,32.37,"Bermuda"
"76829",50961,-64.68,32.36,"Bermudian part of the North Atlantic Ocean"
"46596",50962,-64.67,32.37,"Bermuda"
"46597",50963,-64.68,32.37,"Bermuda"
"76830",50964,-64.68,32.36,"Bermudian part of the North Atlantic Ocean"
"46598",50965,-64.68,32.37,"Bermuda"
"76831",50966,-64.68,32.36,"Bermudian part of the North Atlantic Ocean"
"76832",50967,-78.98,26.68,"Bahamas part of the North Atlantic Ocean"
"76833",50968,-78.97,26.7,"Bahamas part of the North Atlantic Ocean"
"76834",50969,-78.97,26.7,"Bahamas part of the North Atlantic Ocean"
"46599",50970,-78.7,26.55,"The Bahamas"
"46600",50971,-78.7,26.55,"The Bahamas"
"46601",50972,-78.7,26.55,"The Bahamas"
"46602",50973,-78.69,26.54,"The Bahamas"
"46603",50974,-78.33,26.67,"The Bahamas"
"46604",50975,-78.37,26.62,"The Bahamas"
"76835",50976,-77.33,26.75,"Bahamas part of the North Atlantic Ocean"
"76836",50977,-77.33,26.75,"Bahamas part of the North Atlantic Ocean"
"76837",50978,-77.32,26.75,"Bahamas part of the North Atlantic Ocean"
"76838",50979,-79.25,25.7,"Bahamas part of the North Atlantic Ocean"
"46605",50980,-79.3,25.72,"The Bahamas"
"76839",50981,-79.3,25.73,"Bahamas part of the North Atlantic Ocean"
"46606",50982,-77.47,25.03,"The Bahamas"
"46607",50983,-77.47,25.05,"The Bahamas"
"46608",50984,-77.47,25.05,"The Bahamas"
"46609",50985,-77.47,25.04,"The Bahamas"
"46610",50986,-77.47,25.05,"The Bahamas"
"46611",50987,-76.3,25.27,"The Bahamas"
"76840",50988,-76.63,25.5,"Bahamas part of the North Atlantic Ocean"
"76841",50989,-76.63,25.5,"Bahamas part of the North Atlantic Ocean"
"76842",50990,-76.63,25.5,"Bahamas part of the North Atlantic Ocean"
"46612",50991,-77.37,25.08,"The Bahamas"
"46613",50992,-77.77,24.7,"The Bahamas"
"46614",50993,-77.67,24.28,"The Bahamas"
"46615",50994,-77.65,24.25,"The Bahamas"
