id	longitude	latitude	country
3798	0.85	51.55	NA
3799	0	0	NA
3801	1.1	51.67	NA
3802	1.1	51.67	NA
3805	1.28	51.84	NA
3807	1.17	51.78	NA
3808	1.38	51.52	NA
3809	1.97	51.73	NA
3810	-5	51.5	NA
3811	1.28	51.84	NA
3812	-4.5	51.02	NA
3814	-4.68	51.2	NA
3815	-4.65	51.17	NA
3816	-4.53	51.02	NA
3818	-4.53	51.03	NA
3820	-4.08	51.22	NA
3821	-4.08	51.22	NA
3826	0	0	NA
3855	-10.75	51.17	NA
3915	0.75	51.45	NA
3916	0.75	51.45	NA
3917	0.75	51.45	NA
3918	0.75	51.45	NA
3937	1.82	51.3	NA
3938	1.6	51.22	NA
3939	-6.28	49.92	NA
3940	-6.32	49.98	NA
3946	-6.07	50.05	NA
3947	-6.07	50.07	NA
3948	-5.67	50.03	NA
3951	-5.53	50.37	NA
3952	-5.52	50.36	NA
3959	-5.03	50.13	NA
3960	-5.2	49.95	NA
3961	-5.2	49.95	NA
3962	-5.18	49.95	NA
3965	-5	52.1	NA
3975	-4.12	50.35	NA
3977	-4.12	50.34	NA
3978	-4.12	50.35	NA
3984	-3.72	50.2	NA
3985	-3.72	50.2	NA
3986	-3.48	50.4	NA
3988	-3.48	50.4	NA
4001	-2.45	50.52	NA
4002	-2.45	50.53	NA
4003	-2.45	50.52	NA
4004	-2.33	50.52	NA
4005	-2.45	50.52	NA
4006	-2.47	50.52	NA
4007	-2.46	50.51	NA
4008	-2.45	50.52	NA
4011	-1.98	50.7	NA
4012	-1.67	50.7	NA
4016	-1.58	50.67	NA
4017	-1.3	50.82	NA
4020	-1.28	50.58	NA
4021	-1.3	50.58	NA
4022	-1.29	50.57	NA
4023	-1.3	50.58	NA
4026	-1.3	50.82	NA
4027	-0.95	50.67	NA
4028	-0.92	50.82	NA
4029	0	0	NA
4030	-0.92	50.82	NA
4031	-0.92	50.82	NA
4033	-1.22	50.8	NA
4034	-1.21	50.8	NA
4035	-1.22	50.8	NA
4041	-0.28	50.82	NA
4042	-0.25	50.82	NA
4043	-0.25	50.82	NA
4044	-0.25	50.82	NA
4045	0.05	50.78	NA
4046	0.5	50.78	NA
4056	0.45	50.72	NA
4057	0.45	50.72	NA
4062	-2.92	49.9	NA
4063	-2.92	49.92	NA
4066	-2.6	49.43	NA
4067	-2.6	49.43	NA
4068	-2.59	49.42	NA
4074	1.4	51.02	NA
4078	-8.79	54.42	NA
4093	-7.02	55.07	NA
4095	-7.02	55.07	NA
4107	-6.27	55.22	NA
4122	-6	54.05	NA
4129	-5.62	54.23	NA
4131	-5.53	54.65	NA
4132	-5.8	54.85	NA
4133	-5.73	54.85	NA
4134	-9.42	51.47	NA
4135	-8.25	51.8	NA
4136	-8.25	51.8	NA
4137	-8.25	51.8	NA
4150	-6.33	52.25	NA
4151	-6.33	52.25	NA
4152	-6.32	52.25	NA
4158	-8.92	52.68	NA
4159	-8.92	52.68	NA
4162	-9.9	53.32	NA
4190	-8.23	54.5	NA
4207	-23.25	66.17	NA
4209	-23.22	66.17	NA
4211	-22.73	65.08	NA
4213	-22.73	65.08	NA
4214	-22.73	65.08	NA
4215	-22.73	65.08	NA
4217	-22.72	63.82	NA
4218	-22.72	63.82	NA
4219	-22.72	63.82	NA
4220	-22.67	66.1	NA
4233	-21.77	65.12	NA
4237	-21.93	64.13	NA
4238	-21.93	64.13	NA
4239	-21.95	64.13	NA
4240	-21.93	64.13	NA
4241	-21.35	65.98	NA
4245	-21.15	63.86	NA
4250	-20.3	65.67	NA
4252	-20.3	65.67	NA
4254	-20.28	63.4	NA
4256	-20.28	63.4	NA
4257	-20.28	63.4	NA
4258	-20.27	63.4	NA
4270	-19.18	63.42	NA
4273	-18.08	65.68	NA
4274	-18.08	65.68	NA
4275	-18.08	65.68	NA
4276	-18.08	65.65	NA
4277	-18.08	65.68	NA
4278	-18.07	65.68	NA
4283	-18.02	66.6	NA
4284	-18.02	66.53	NA
4285	-18.02	66.53	NA
4286	-17.98	66.52	NA
4287	-18.02	66.53	NA
4302	-15.18	64.25	NA
4303	-15.18	64.25	NA
4304	-15.18	64.25	NA
4305	-15.17	64.25	NA
4308	-14.83	65.75	NA
4309	-14.83	65.75	NA
4310	-14.83	65.75	NA
4313	-14.64	65.89	NA
4320	-14.23	65.03	NA
4321	-14.28	64.65	NA
4329	-26.53	71.5	NA
4330	-26.53	71.5	NA
4340	-22.33	64.05	NA
4341	-23.25	66.17	NA
4343	-21.35	65.98	NA
4345	-20.3	65.67	NA
4353	-18.02	66.53	NA
4360	-14.53	66.38	NA
4362	-43.12	60.03	NA
4373	-52.8	68.72	NA
4377	-73.17	76.72	NA
4378	-73	76.63	NA
4379	-52.93	65.42	NA
4380	-52.93	65.42	NA
4386	-57.82	74.03	NA
4387	-57.82	74.03	NA
4388	-57.82	74.03	NA
4389	-57.82	74.02	NA
4390	-56.17	72.78	NA
4391	-56.17	72.78	NA
